,source,start,end,duration,value,unit,sub_children
153,Noah’s Apple Watch,2024-07-12 19:17:18 -0400,2024-07-12 19:17:18 -0400,0 days 00:00:00,1.51,m,[]
154,Noah’s Apple Watch,2024-07-12 19:17:23 -0400,2024-07-12 19:17:23 -0400,0 days 00:00:00,1.49,m,[]
155,Noah’s Apple Watch,2024-07-12 19:17:28 -0400,2024-07-12 19:17:28 -0400,0 days 00:00:00,1.48,m,[]
156,Noah’s Apple Watch,2024-07-12 19:17:33 -0400,2024-07-12 19:17:33 -0400,0 days 00:00:00,1.46,m,[]
157,Noah’s Apple Watch,2024-07-12 19:17:38 -0400,2024-07-12 19:17:38 -0400,0 days 00:00:00,1.52,m,[]
158,Noah’s Apple Watch,2024-07-12 19:17:43 -0400,2024-07-12 19:17:43 -0400,0 days 00:00:00,1.68,m,[]
159,Noah’s Apple Watch,2024-07-12 19:17:48 -0400,2024-07-12 19:17:48 -0400,0 days 00:00:00,1.54,m,[]
160,Noah’s Apple Watch,2024-07-12 19:17:54 -0400,2024-07-12 19:17:54 -0400,0 days 00:00:00,1.49,m,[]
161,Noah’s Apple Watch,2024-07-12 19:18:14 -0400,2024-07-12 19:18:14 -0400,0 days 00:00:00,1.52,m,[]
162,Noah’s Apple Watch,2024-07-12 19:18:19 -0400,2024-07-12 19:18:19 -0400,0 days 00:00:00,1.52,m,[]
163,Noah’s Apple Watch,2024-07-12 19:18:24 -0400,2024-07-12 19:18:24 -0400,0 days 00:00:00,1.52,m,[]
164,Noah’s Apple Watch,2024-07-12 19:18:30 -0400,2024-07-12 19:18:30 -0400,0 days 00:00:00,1.09,m,[]
165,Noah’s Apple Watch,2024-07-12 19:18:35 -0400,2024-07-12 19:18:35 -0400,0 days 00:00:00,1.19,m,[]
166,Noah’s Apple Watch,2024-07-12 19:18:40 -0400,2024-07-12 19:18:40 -0400,0 days 00:00:00,1.24,m,[]
